police_station,location,violations
HAL Old Airport,"5th Main Road, Nagappa Reddy Layout, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",2
HAL Old Airport,"60 Feet Road, AECS Layout B Block, Brookefield, Priyadarshini Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",2
HAL Old Airport,"60 Feet Road, Arvind Avenue, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",2
HAL Old Airport,"7th Cross Road, RMZ Centennial, Industrial Area Phase 1, Doddanekundi, Bengaluru, Karnataka. Pin-560066 (India)",2
HAL Old Airport,"8th Cross Road, Aishwarya Opulence, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2
HAL Old Airport,"8th Cross Road, Hemant Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2
HAL Old Airport,"8th Cross Road, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",2
HAL Old Airport,"9th Cross Road, Sterling Brook Side Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",2
HAL Old Airport,"A Main Road, Yemalur Junction, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2
HAL Old Airport,"Annaiah Reddy Layout Road, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",2
HAL Old Airport,"Bellandur Doddakannelli Road, RMZ Ecoworld, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",2
HAL Old Airport,"Bellanduru, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",2
HAL Old Airport,"Bhagini Icon Premier Hotel, 57, Outer Ring Road, Devarabeesanahalli, Shivanasamudra Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",2
HAL Old Airport,"Delice, Service Road, Bellanduru, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",2
HAL Old Airport,"Dindigul Thalappakatti, Service Road, MSR Layout, Munnenkolalu, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",2
HAL Old Airport,"Dr Swarna Skin Hair & Laser Clinic, 3rd Floor Above Maya Hospital, Panathur Main Road, Kaverappa Layout, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",2
HAL Old Airport,"Ezee Slim, 545, Service Road, MSR Layout, Munnenkolalu, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560038, India",2
HAL Old Airport,"GRT, 96, Varthur Road, Marathahalli, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",2
HAL Old Airport,"Gandhi Nagar Road, Satko Palm Trees, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",2
HAL Old Airport,"Gismat Jail Mandi, Service Road, MSR Layout, Munnenkolalu, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",2
HAL Old Airport,"Green Avenue, Green Domain Layout, EPIP Zone, Bharath Aikya Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India",2
HAL Old Airport,"I Life Road, Vajram Esteva, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)",2
HAL Old Airport,"ITPL Main Road, Sriram Spurthi Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",2
HAL Old Airport,"IndiQube Gamma, Service Road, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",2
HAL Old Airport,"JP Morgan Chase & Co., Outer Ring Road, Devarabeesanahalli, Shivanasamudra Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",2
HAL Old Airport,"Kadubeesanahalli Underpass, Service Road, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",2
HAL Old Airport,"Marathahalli Underpass, Ananda Nagara, Ashwath Nagar, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",2
HAL Old Airport,"Namma Salem Kitchen, 60 Feet Road, AECS Layout B Block, Brookefield, Priyadarshini Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",2
HAL Old Airport,"Outer Ring Road, Agara Junction, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",2
HAL Old Airport,"Outer Ring Road, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",2
HAL Old Airport,"Outer Ring Road, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",2
HAL Old Airport,"Outer Ring Road, RJ Garden, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2
HAL Old Airport,"Outer Ring Road, Shivanasamudra Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",2
HAL Old Airport,"Panathur Main Road, SV Brindavanam Apartment, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",2
HAL Old Airport,"Patel Public School Road, Vaswani Melrose, Chandana, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",2
HAL Old Airport,"Priyadarshini Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",2
HAL Old Airport,"RMP Road, Prestige Sunnyside ELM, Bhoganahalli, Bengaluru, Karnataka. Pin-560103 (India)",2
HAL Old Airport,"Sarjapur Marathahalli Road, Agara Junction, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",2
HAL Old Airport,"Seagate Technology, New Horizon College Road, Devarabeesanahalli, Shivanasamudra Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",2
HAL Old Airport,"Sri Chaitanya Techno School Road, Dwaramai Jupiter, Kaverappa Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",2
HAL Old Airport,"Suranjan Das Road, Officers Quarters, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",2
HAL Old Airport,"Suranjan Das Road, Rashtrakavi Kuvempu Circle, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",2
HAL Old Airport,"Telerad Rx Dx Health Care Whitefield, Kundalahalli Main Road, Channama Layout, Bharath Aikya Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560048, India",2
HAL Old Airport,"Unnamed Road, Kaverappa Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",2
HAL Old Airport,"Varthur Road, Ashwath Nagar, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",2
HAL Old Airport,"Vimanapura, Jagadish Nagar, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560017, India",2
HAL Old Airport,"West Coast Sports & Fittness Shop, #97/2D, Service Road, Ananda Nagara, Ashwath Nagar, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",2
HAL Old Airport,"West Parallel Road, Central Avenue, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2
HAL Old Airport,"West Parallel Road, Family Complex, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2
HAL Old Airport,"Yemalur Road, Greenfinch Meadows, Yemlur, Bengaluru, Karnataka. Pin-560103 (India)",2
HAL Old Airport,"Yemalur Road, Sobha Palladian, Airport Area, Bengaluru, Karnataka. Pin-560037 (India)",2
HAL Old Airport,"Yemalur Road, Sree Casa Grande, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",2
HAL Old Airport,"Yemalur Road, Vista Lagos, Kempapura Bellandur, Bengaluru, Karnataka. Pin-560037 (India)",2
HAL Old Airport,"11th Cross Road, Vinayak Nagar, Vimanapura, Bengaluru, Karnataka. Pin-560017 (India)",1
HAL Old Airport,"162/2, Gear School road, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1
HAL Old Airport,"16th Cross Road, Ambedkar Circle, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)",1
HAL Old Airport,"1st A Cross Road, Vijetha Lapis Lazati, Brookefield, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"1st Cross Road, AECS Layout B Block, Brookefield, Priyadarshini Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",1
HAL Old Airport,"1st Cross Road, Ashwath Nagar, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",1
HAL Old Airport,"1st Cross Road, Ayyappa Layout, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"1st Cross Road, Dr APJ Abdul Kalam Enclave, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"1st Cross Road, Keerthi Flora Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"1st Cross Road, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"1st Cross Road, Nagappa Reddy Layout, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"1st Cross Road, Vajram Esteva, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)",1
HAL Old Airport,"1st Cross Road, Vijetha Lapis Lazati, Brookefield, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"1st Main Road, Pem Book Mckinleys, Munnireddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",1
HAL Old Airport,"1st Main Road, RJ Garden, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"1st Main Road, Roshni Tech Hub, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"2nd Cross Road, Ashwath Nagar, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",1
HAL Old Airport,"2nd Cross Road, Doddanekundi Circle, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"2nd Cross Road, Lakshminarayana Pura, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"2nd Cross Road, MS Reddy Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"2nd Cross Road, MSR Tech Zone, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"2nd Cross Road, Vinayak Nagar, Vimanapura, Bengaluru, Karnataka. Pin-560017 (India)",1
HAL Old Airport,"2nd Main Road, Ashwath Nagar, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",1
HAL Old Airport,"2nd Main Road, MS Ramaiah Silicon Field Apartment, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"3rd A Cross Road, Aishwarya Opulence, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"3rd Cross Road, Anand Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"3rd Cross Road, Block E, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"3rd Cross Road, RJ Garden, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"3rd Main Road, MS Ramaiah Silicon Field Apartment, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"3rd Main Road, Pebble Creek, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"4th Cross Road, Marathahalli, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",1
HAL Old Airport,"4th Main Road, Viceroy Boulevard, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"5th Cross Road, Shopper Junction, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"60 Feet Main Road, Block C, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"60 Feet Main Road, Vijetha Lapis Lazati, Brookefield, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"60 Feet Road, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"6th Cross Road, Kundalhalli Colony, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"6th Main Road, Anand Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"6th Main Road, Sradha Brindavan, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"7th Cross Road, Ramanjaneya Layout, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"87/2, Panathur Main Road, Kaverappa Layout, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1
HAL Old Airport,"92/3, Outer Ring Road, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",1
HAL Old Airport,"A Main Road, Doddanekundi Circle, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"Agara Junction Flyover, HSR Layout 27th Main Junction, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",1
HAL Old Airport,"Ambur Dum Biryani, Gear School road, Shivanasamudra Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1
HAL Old Airport,"Ashwath Nagar, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",1
HAL Old Airport,"Azul system india pvt., 53/2&52/3, Kariammana Agrahara Road, Bellanduru, Bellandur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1
HAL Old Airport,"Belandur Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",1
HAL Old Airport,"Bellandur Doddakannelli Road, Condominiums, Adarsh Palm Retreat, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",1
HAL Old Airport,"Bellandur Road, JR Layout, Yemlur, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"Bellandur Road, Vista Lagos, Kempapura Bellandur, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"Belur Road, Vayu Vihar Enclave, Challaghatta, Bengaluru, Karnataka. Pin-560071 (India)",1
HAL Old Airport,"Bhoganahalli Main Road, Mayfair Anthem, Bhoganahalli, Bengaluru, Karnataka. Pin-560103 (India)",1
HAL Old Airport,"Bright Smiles Family dental Care, 87, Panathur Main Road, Kaverappa Layout, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560087, India",1
HAL Old Airport,"CDP Road, Prestige Sunnyside ELM, Bhoganahalli, Bengaluru, Karnataka. Pin-560103 (India)",1
HAL Old Airport,"Cake, Panathur Main Road, Kaverappa Layout, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1
HAL Old Airport,"D Square Pub, Star Market Road, Kaverappa Layout, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1
HAL Old Airport,"Dalchini, Kariammana Agrahara Road, Bellanduru, Bellandur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1
HAL Old Airport,"Dalchini, Kariammana Agrahara Road, Bellanduru, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1
HAL Old Airport,"Derma Solutions, 92/6, Service Road, MSR Layout, Munekolala, Munnenkolalu, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",1
HAL Old Airport,"Devarabeesanahalli Flyover, Outer Ring Road, Bellanduru, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1
HAL Old Airport,"Devarabeesanahalli Flyover, Service Road, Bellanduru, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1
HAL Old Airport,"Devarabeesanahalli Road, Devarabeesanahalli, Shivanasamudra Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1
HAL Old Airport,"Doddanekkundi Main Road, Doddanekundi Circle, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"Embassy TechVillage Road, Embassy TechVillage, Devarabeesanahalli, Shivanasamudra Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1
HAL Old Airport,"Ezee Slim, 545, Service Road, MSR Layout, Munekolala, Munnenkolalu, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560038, India",1
HAL Old Airport,"Featherlite Furniture, PBR Road, MSR Layout, Munnenkolalu, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",1
HAL Old Airport,"Firefox, 18, Service Road, Ananda Nagara, Ashwath Nagar, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",1
HAL Old Airport,"GBJ School Road Number 1, Bharat Regency, Anand Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"Gear School road, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1
HAL Old Airport,"Green Domain Layout, EPIP Zone, Bharath Aikya Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India",1
HAL Old Airport,"Gulmohar Enclave Road, Paramount Raghavendra Apartment, Silver Spring Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"Gunjur Road, MS Reddy Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"HAL Airport Road, Subbaiah Reddy Colony, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"HAL Airport Road, Yemalur Junction, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",1
HAL Old Airport,"HAL Ancillary Industrial Estate Road, Sangama Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",1
HAL Old Airport,"HAL Old Airport Road, Vibhootipura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560017, India",1
HAL Old Airport,"I-Life Road, Devarabeesanahalli, Shivanasamudra Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1
HAL Old Airport,"ITPL Main Road, Tata Intellion Park, Industrial Area Phase 1, Doddanekundi, Bengaluru, Karnataka. Pin-560048 (India)",1
HAL Old Airport,"Iceberg, Service Road, Munnenkolalu, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",1
HAL Old Airport,"JP Morgan Chase & Co., Service Road, Bellandur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1
HAL Old Airport,"JP Morgan Chase & Co., Service Road, Bellanduru, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1
HAL Old Airport,"Jangu Pharma, 162/2, Gear School road, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1
HAL Old Airport,"Just Bake, Service Road, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1
HAL Old Airport,"KR Garden Main Road, Ashoka Avenue, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",1
HAL Old Airport,"Kaggadaspura Main Road, Himagiri Enclave 1, Kaggadasapura, Bengaluru, Karnataka. Pin-560093 (India)",1
