location,violations,latitude,longitude,police_station
"58th Cross Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",8,12.985292925,77.5549638375,Rajajinagar
"Durga Maa Temple Street, Basappa Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",8,12.957261424999999,77.5774958625,City Market
"Dr. Rajkumar Road, Kethamaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",8,13.011764724999999,77.554351425,Malleshwaram
"G Narayana Kumar Road, Kamakshipalya Extension, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",8,12.985189901081938,77.52720439847698,Kamakshipalya
"Arcot Narainswamy Mudaliar Circle, Rukmani Colony, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",8,12.98256685,77.6154423,Shivajinagar
"Basavanapura Main Road, YSM Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",8,13.0094743625,77.6970450625,K.R. Pura
"Mallikarjuna Swamy Temple Street, Nattakallappa Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",8,12.9405698625,77.5724144625,Basavanagudi
"2nd Cross Road, Sri Karanji Anjaneya Swami Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",8,12.946795875000001,77.57003055,Basavanagudi
"Service Road, Bellanduru, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",8,12.931691570099392,77.68635973857734,HAL Old Airport
"Nagarabhavi Main Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",8,12.9751107125,77.5449209625,Vijayanagara
"Banaswadi Main Road, Maruthi Sevanagar Circle, Maruthi Sevanagar, Bengaluru, Karnataka. Pin-560033 (India)",8,13.0024936875,77.63450160000001,Banaswadi
"4th Main Road, Rajajinagar IT Park, Industrial Estate, Rajaji Nagar, Bengaluru, Karnataka. Pin-560044 (India)",8,12.977523425,77.5511609,Magadi Road
"3rd Main Road, YSM Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",8,13.0108716625,77.6977750625,K.R. Pura
"3rd Main Road, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)",8,13.019911825,77.595581825,R.T. Nagar
"Jayamahal Main Road, Vasanth Enclave, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)",8,13.0107983375,77.590042125,R.T. Nagar
"72nd Cross Road, GEF Block, Industrial Town, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",8,12.9810046,77.5492465625,Magadi Road
"3rd Main Road, Block 2, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)",8,13.0206282875,77.5930067375,R.T. Nagar
"Old Madras Road, Trinity Circle, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",8,12.972616942446653,77.61984671920163,Halasur
"Wells Fargo, New Horizon College Road, Devarabeesanahalli, Shivanasamudra Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",8,12.9332672125,77.6910106875,HAL Old Airport
"DNO 3rd Road, Sulthan Nagar, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",8,12.990271725,77.6120547875,Pulikeshinagar(F.Town)
"1st Cross Road, Aisshwarya Excellency, Jyothipuram, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",8,12.9982578625,77.6711038375,Banaswadi
"1st Main Road, Pride Pavilion Stage 1 Phase 6, Sri Mahaganapathi Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",8,12.98458795,77.547706025,Magadi Road
"SLN Building, 5/1, Gear School road, Shivanasamudra Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",8,12.92528155,77.6948902625,HAL Old Airport
"Safina Plaza, Main Guard Cross Road, Commercial Street Market, Shivajinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",8,12.9796922125,77.607116225,Shivajinagar
"Sri Prasanna Veeranjaneya Temple Road, Sri Vasavi Garden, Mahalakshmi Layout, Bengaluru, Karnataka. Pin-560086 (India)",8,13.0094066125,77.5439592625,Rajajinagar
"Bhartiya City Road, Bhartiya City, Sampigehalli, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 562149, India",8,13.0834679875,77.6372907125,Hennuru
"Mumbai Bengaluru Highway, Dr Ambedkar Nagar, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",8,13.0223602875,77.5514989125,Yeshwanthpura
"Osman Khan Road, New Bamboo Bazar, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",8,12.96330635,77.5785148625,City Market
"10th Main Road, Block A, Subramanya Nagar Stage 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",8,13.0078701375,77.5572494625,Malleshwaram
"8th Main Road, Rajath Greens, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",8,13.033818925,77.6245387875,K.G. Halli
"1st Cross Road, Muniyappa Layout, Nagashetty Halli, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",8,13.0475475875,77.5748916125,Kodigehalli
"1st Cross Road, Muthukurappa Colony, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",8,12.9950305375,77.6974613375,Mahadevapura
"1st Cross Road, Koramangala Water Tank Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",8,12.9275103625,77.6214204125,Adugodi
"Sha Shi Marulayya Road, Ganga Government Quarters, MC Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",8,12.968351525000001,77.5367597,Vijayanagara
"1st Main Road, Brigade Tech Gardens, Brookefield, Bengaluru, Karnataka. Pin-560037 (India)",8,12.9644295875,77.71791405,HAL Old Airport
"Seshadri Road, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",8,12.976811875,77.58575772500001,Halasuru Gate
"13th Cross Road, Jagathguru Shri Sivaratripura Circle, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",8,12.9235147125,77.57509065,Banashankari
"Vanivilas Road, Sri Vasavi Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",8,12.948288575,77.5766128125,V.V.Puram (C.Pet)
"VP Deenadayalu Naidu Road, Ramaswamipalya, Benson Town, Bengaluru, Karnataka. Pin-560046 (India)",8,13.0011323,77.5995037375,R.T. Nagar
"5th Main Road, Bhashyam Nagar, Srirampuram, Bengaluru, Karnataka. Pin-560021 (India)",8,12.993116225,77.56780125,Sheshadripuram
"Queen's Road, Vasanth Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560052, India",8,12.9889826,77.59903506250001,Shivajinagar
"Flyover, K.R Market, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560002, India",8,12.9641604875,77.576480025,City Market
"1st Main Road, Pebble Bay Apartment, Dollars Colony, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",8,13.044571575,77.57087555,Kodigehalli
"1st Main Road, Nada Prabhu Kempegowda Circle, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",8,12.972187012500001,77.6579502375,Jeevanbheemanagar
"6th Cross Road, Vishveshwarya Nagar, Hebbal, Bengaluru, Karnataka. Pin-560032 (India)",8,13.0265423,77.58903825,R.T. Nagar
"Cubbon Pet Main Road, Vijay Bank Employees HB Corporation Society, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",8,12.96747925,77.585727725,Halasuru Gate
"Cottonpete Main Road, K.R Market, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560018, India",8,12.96197765,77.5689843,Chamarajpet
"14th Main Road, Pillappa Garden, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",8,12.918735062500001,77.6382083375,HSR Layout
"Panathur Main Road, Aakruthi Sunshine, Kaverappa Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",8,12.9391448,77.6958407875,HAL Old Airport
"Panathur Main Road, Dwaramai Jupiter, Kaverappa Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",8,12.9372323125,77.70199096249999,HAL Old Airport
"Dr Siddaiah Puranik Marg, Kirloskar Colony Stage 2, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",8,12.9971263875,77.5404190125,Vijayanagara
"4th Main Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",8,12.97659105,77.54536184999999,Vijayanagara
"Tank Road, Venkatachalam Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",8,12.987153460254321,77.61926298798444,Pulikeshinagar(F.Town)
"T Mariyappa Road, Ashoka Stambh Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",8,12.9412047,77.5851389625,Wilson Garden
"13th Cross Road, Paresh Apartment, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",8,13.0028177375,77.569297175,Malleshwaram
"13th Cross Road, SR Dinne, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",8,12.984950975,77.544794775,Magadi Road
"4th Cross Road, Sri Ramakrishnappa Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",8,12.9996617125,77.6107961125,Pulikeshinagar(F.Town)
"4th Cross Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",8,12.887202737500001,77.6406888875,Hulimavu
"Mallathahalli Road, Apoorva Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",8,12.9607300375,77.506940175,Jnanabharathi
"Domlur Inner Ring Road, Srinivagilu Junction, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",8,12.9390965375,77.6333669375,Ashok Nagar
"Panathur Main Road, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",8,12.936342225,77.705273725,HAL Old Airport
"1st Lane, Sobha Garnet, Iblur Village, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",8,12.9217964,77.6652804875,Bellandur
"Sankey Road, Bashyam Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",8,13.00637795,77.578983725,Sadashivanagar
"Hennur Main Road, Hennuru Junction, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",8,13.0274691,77.63267325,Banaswadi
"9th Main Road, Bilappa Garden, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",8,13.0249666625,77.5912921125,R.T. Nagar
"Hanumantappa Road, Munikalappa Garden Layout, New Lingarajapuram, Bengaluru, Karnataka. Pin-560033 (India)",8,13.0065319625,77.6354029625,Banaswadi
"3rd Main Road, Kethana Eternal Blossom, Kaverappa Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",8,12.937253737499999,77.697668525,HAL Old Airport
"Muniswamappa Road, Munireddypalya, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)",8,13.0056180625,77.593417,R.T. Nagar
"Munninarasimha Road, Venkatadri Estates, Thirumenahalli North Taluka, Bengaluru, Karnataka. Pin-560064 (India)",8,13.0837703125,77.63662605,Hennuru
"Bhattarahalli Road, Wynn Gate, Belathur, Bengaluru, Karnataka. Pin-560067 (India)",8,13.004325879233564,77.75663734066546,Mahadevapura
"Haines Road, Elegant Springdale, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",8,12.9945140875,77.60793635,Pulikeshinagar(F.Town)
"Neeladri Road, Ittina Mahaveer, Neeladri Nagar, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",8,12.8412558375,77.64866517499999,Electronic City
"Chikka Begur Main Road, Ambedkar Nagar, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",8,12.883271416768379,77.63765396871942,Hulimavu
"Central Road, Sri M Vishweshwaraiah Circle, KR Puram, Bengaluru, Karnataka. Pin-560016 (India)",8,13.0053736875,77.685063925,K.R. Pura
"Chord Road, Bhel Circle, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",8,12.9522880375,77.536983675,Byatarayanapura
"Terminal 1 Departure Road, Kempegowda International Airport Devanahalli, Bengaluru, Karnataka. Pin-560300 (India)",8,13.1978462125,77.7086748875,Devanahalli Airport
"Dr MH Ambarish Road, Khanija Bhawan, Ambedkar Veedhi, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",8,12.9835254,77.5856302375,High ground
"4th Cross Road, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)",8,12.965684225,77.5738461125,City Market
"6th Main Road, Veerabhadra Layout, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",8,12.906519666504693,77.54504665918827,K.S. Layout
"Bommasandra, Anekal, Bengaluru Urban, Karnataka, 560099, India",8,12.8188785875,77.68880279999999,Electronic City
"Old Mysore Road, Golden Heights, Block 5, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",8,12.9838294125,77.5585527875,Rajajinagar
"6th Main Road, Park View Layout, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",8,13.053770175,77.5921259,Kodigehalli
"MR Lane, Ragipet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",8,12.9649519375,77.57781905,City Market
"MS Palaya Circle, Mohammad Sab Palya Circle, Vidyaranyapura, Bengaluru, Karnataka. Pin-560097 (India)",8,13.081617325,77.5482115125,Yelahanka
"MS Ramaiah North City Road, Fathima Layout, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",8,13.0459644,77.6269484,Hennuru
"Palmgrove Road, Anglo Indian Block, Elagondanpalya, Xavier Layout, Bengaluru, Karnataka. Pin-560047 (India)",8,12.962233925,77.61480156249999,Ashok Nagar
"Dr Rajkumar Puniya Bhoomi Road, Radiant Karel, Pantarapalya, Bengaluru, Karnataka. Pin-560039 (India)",8,12.94493465,77.5273660125,Byatarayanapura
"ನಾಗರತ್ ಪೇಟೆ ಮುಖ್ಯ ರಸ್ತೆ, Ganigarpet, Dharmaraya Swamy Temple Ward, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560002, India",7,12.965703885714285,77.58309151428571,Halasuru Gate
"10th B Main Road, Muniswara Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",7,13.00777417142857,77.52613795714285,Rajajinagar
"Whitefield Road, Xylem IT Park, Dyavasandra Industrial Estate Phase 1, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",7,12.993940242857144,77.70160438571429,Mahadevapura
"38th Cross Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",7,12.921784757142857,77.58065377142857,Jayanagara
"New Horizon College of Engineering, New Horizon College Road, Devarabeesanahalli, Shivanasamudra Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",7,12.9333657,77.69131851428571,HAL Old Airport
"Chikkabidarkal Main Road, Prestige Jindal City, Chikkabidarakallu, Bengaluru, Karnataka. Pin-560073 (India)",7,13.052028814285714,77.48739105714286,No Police Station
"Cessna Business Park, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",7,12.936399242857144,77.6927329,HAL Old Airport
"MN Krishnarao Road, Doddanakundi Junction, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",7,12.979892472747062,77.69422629536434,Mahadevapura
"Dr TCM Royan Road, Jai Bheema Nagar, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",7,12.965749842857141,77.56818685714286,Chamarajpet
"Dr Rajkumar Puniya Bhoomi Road, Suvarna Layout, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",7,12.952030528571429,77.52087854285715,Byatarayanapura
"Magadi Main Road, Balaji Layout, Byadrahalli, Bengaluru, Karnataka. Pin-560091 (India)",7,12.986120071428571,77.47797088571429,Kamakshipalya
"2nd B Cross Road, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",7,12.988353985714285,77.52067462857143,Kamakshipalya
"Pattandur Agrahara Gate, Whitefield Road, Belathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560048, India",7,12.9879475,77.7341944,Mahadevapura
"4th Main Road, Paresh Apartment, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",7,13.002614685714287,77.56829618571429,Malleshwaram
"4th Main Road, Purple Habiqo, Sri Ammembal Subbarao Pai Nagara, Sahakara Nagar, Bengaluru, Karnataka. Pin-560097 (India)",7,13.067876885714286,77.58017892857143,Kodigehalli
"Palace Road, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",7,12.975396285714286,77.58273645714287,Halasuru Gate
"10th C Main Road, Sri SV Chenna Krishnaiah Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",7,12.9800201,77.55494088571429,Magadi Road
"3rd A Cross Road, Nagarbhavi BDA Shopping Complex, Block 3, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",7,12.979291871428572,77.5116655,Jnanabharathi
"3rd A Cross Road, Sector B, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",7,13.098991357142856,77.5852932,Yelahanka
"3rd A Main Road, IAH and VB Quarters, UAS Campus, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",7,13.038221114285713,77.58968821428572,Hebbala
"O2 Spa, No.5, Vittal Mallya Road, D'Souza Layout, Shanthala Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",7,12.970540142857143,77.59982127142858,Cubbon Park
"North Wind, Sheshadripuram Main Road, Basappa Garden, Seshadripuram, Rajamahal, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560003, India",7,12.998172,77.5814639,Sadashivanagar
"59, 10th A Cross Road, Nagapura, Mahalakshmipuram, Nagapura, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560086, India",7,12.999782114285713,77.5496107,Rajajinagar
"HAL Road, BDA Complex, Stage 2, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",7,12.961535214285716,77.63722392857143,Halasur
"Orion Mall, 26/1, Dr. Rajkumar Road, Subramanya Nagar 2nd Stage, Subrahmanya Nagar, Subramanyanagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560055, India",7,13.010976342857143,77.55456008571427,Malleshwaram
"HMT Main Road, Kempe Gowda HMT Estate, Jalahalli Village, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",7,13.0498895,77.54764378571429,Jalahalli
"HMT Main Road, Subedarpalya, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",7,13.022741299999998,77.56296204285715,Yeshwanthpura
"KV Jairam Road, Kempegowda Circle, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",7,13.072699814285714,77.60383135714285,Hebbala
"KV Jairam Road, Metropolitan Cooperative Housing Society, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",7,13.071939685714286,77.60618457142857,Hebbala
"D Souza Marg, Regency Palace, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",7,12.966724057142857,77.6001562,Ashok Nagar
"Old Tharagupete Road, Mamulpete, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",7,12.967495157142858,77.57639889999999,City Market
"Old Veterinary Hospital Road, Amugam Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",7,12.939720157142858,77.5768223,Basavanagudi
"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",7,13.048434,77.64540044285715,Hennuru
"Hennur Main Road, Lakshmipati Layout, Lingarajapuram, Bengaluru, Karnataka. Pin-560084 (India)",7,13.014303957142857,77.62706905714286,Banaswadi
"1st Cross Road, Chikkabidarakallu, Bengaluru, Karnataka. Pin-560073 (India)",7,13.052721971428571,77.48645855714287,No Police Station
"Sri Krishana Temple Road, Michaelpalya, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",7,12.977891142857143,77.6432904,Jeevanbheemanagar
"Harris Road, Nirmala Block, Benson Town, Bengaluru, Karnataka. Pin-560046 (India)",7,12.998760242857143,77.6067231,R.T. Nagar
"KR Main Road, NR Kaveri Manor, Gandhi Bazar, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",7,12.9418024,77.57363728571428,Basavanagudi
"Hagadur Main Road, Anjaneya Anugraha, Immadihalli, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",7,12.964758642857143,77.76161432857143,Whitefield
"Vittal Mallya Road, Dsouza Layout, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",7,12.969035271428572,77.59477898571429,Cubbon Park
"HAL Airport Road, Sumadhura LNR Lake Breeze, Siddapura, Bengaluru, Karnataka. Pin-560066 (India)",7,12.955913528571429,77.72521271428572,Whitefield
